row_id,raw_id,vin,tire_position,tread_depth,timestamp,front_url,rear_url,parallel_url
f5bb2406-8d36-44e5-9304-1998ef0f891d_lf,f5bb2406-8d36-44e5-9304-1998ef0f891d,WDDGF4HB1CR225396,lf,3.52119517326355,2026-03-19 19:04:27.604000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/f5bb2406-8d36-44e5-9304-1998ef0f891d/left/bottom-front/lf_wheel_front_raw_2026-03-19_19-04-06_Htb5jujXG_Q.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/f5bb2406-8d36-44e5-9304-1998ef0f891d/left/bottom-rear/lf_wheel_rear_raw_2026-03-19_19-04-06_lAW9T0gziWA.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/f5bb2406-8d36-44e5-9304-1998ef0f891d/left/bottom-side/lf_wheel_raw_2026-03-19_19-04-11_joc5aUnUfek.jpg
f5bb2406-8d36-44e5-9304-1998ef0f891d_lr,f5bb2406-8d36-44e5-9304-1998ef0f891d,WDDGF4HB1CR225396,lr,4.2896809577941895,2026-03-19 19:04:27.604000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/f5bb2406-8d36-44e5-9304-1998ef0f891d/left/bottom-front/lr_wheel_front_raw_2026-03-19_19-04-06_uesOGyWtuks.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/f5bb2406-8d36-44e5-9304-1998ef0f891d/left/bottom-rear/lr_wheel_rear_raw_2026-03-19_19-04-06_kcyNFUwcRtI.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/f5bb2406-8d36-44e5-9304-1998ef0f891d/left/bottom-side/lr_wheel_raw_2026-03-19_19-04-12_1k4ECo5AvxY.jpg
31d0827d-e5c3-4695-8480-568f135d0b1d_rf,31d0827d-e5c3-4695-8480-568f135d0b1d,WAUBEGFF2LA041904,rf,6.553464889526367,2026-03-11 21:35:43.686000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/31d0827d-e5c3-4695-8480-568f135d0b1d/right/bottom-front/rf_wheel_front_raw_2026-03-11_21-34-48_2hqO8K5XT2o.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/31d0827d-e5c3-4695-8480-568f135d0b1d/right/bottom-rear/rf_wheel_rear_raw_2026-03-11_21-34-49_mD4mgCsxFqc.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/31d0827d-e5c3-4695-8480-568f135d0b1d/right/bottom-side/rf_wheel_raw_2026-03-11_21-34-47_da4vzouM5yo.jpg
31d0827d-e5c3-4695-8480-568f135d0b1d_rr,31d0827d-e5c3-4695-8480-568f135d0b1d,WAUBEGFF2LA041904,rr,7.384787559509277,2026-03-11 21:35:43.686000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/31d0827d-e5c3-4695-8480-568f135d0b1d/right/bottom-front/rr_wheel_front_raw_2026-03-11_21-34-48_Jjnhb8acF5Y.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/31d0827d-e5c3-4695-8480-568f135d0b1d/right/bottom-rear/rr_wheel_rear_raw_2026-03-11_21-34-49_lGQK1dSGmR8.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/31d0827d-e5c3-4695-8480-568f135d0b1d/right/bottom-side/rr_wheel_raw_2026-03-11_21-34-48_2TOdyIFU--w.jpg
7fbbf636-cc21-495d-bdb7-9cbd3068d508_lf,7fbbf636-cc21-495d-bdb7-9cbd3068d508,1GC1KUEG0JF133223,lf,6.7100677490234375,2026-03-20 20:42:59.702000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/7fbbf636-cc21-495d-bdb7-9cbd3068d508/left/bottom-front/lf_wheel_front_raw_2026-03-20_20-42-43_M7-Z81N0OCc.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/7fbbf636-cc21-495d-bdb7-9cbd3068d508/left/bottom-rear/lf_wheel_rear_raw_2026-03-20_20-42-43_o1Vy5we-190.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/7fbbf636-cc21-495d-bdb7-9cbd3068d508/left/bottom-side/lf_wheel_raw_2026-03-20_20-42-43_srTsa-_COZU.jpg
7fbbf636-cc21-495d-bdb7-9cbd3068d508_rr,7fbbf636-cc21-495d-bdb7-9cbd3068d508,1GC1KUEG0JF133223,rr,4.271161079406738,2026-03-20 20:42:59.702000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/7fbbf636-cc21-495d-bdb7-9cbd3068d508/right/bottom-front/rr_wheel_front_raw_2026-03-20_20-42-17_Cas3w_oZbpc.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/7fbbf636-cc21-495d-bdb7-9cbd3068d508/right/bottom-rear/rr_wheel_rear_raw_2026-03-20_20-42-17_1c6E-QuylBM.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/7fbbf636-cc21-495d-bdb7-9cbd3068d508/right/bottom-side/rr_wheel_raw_2026-03-20_20-42-21__gYNxCXgI9M.jpg
f2f57c54-b694-453f-9ece-154ea5949635_rr,f2f57c54-b694-453f-9ece-154ea5949635,KM8J33A23HU557482,rr,5.22963809967041,2026-03-24 19:48:53.781000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/f2f57c54-b694-453f-9ece-154ea5949635/right/bottom-front/rr_wheel_front_raw_2026-03-24_19-48-20_GXZXnFFacb4.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/f2f57c54-b694-453f-9ece-154ea5949635/right/bottom-rear/rr_wheel_rear_raw_2026-03-24_19-48-18_g4uH-J5p9x0.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/f2f57c54-b694-453f-9ece-154ea5949635/right/bottom-side/rr_wheel_raw_2026-03-24_19-48-14_hXtOemzbpbM.jpg
6625b161-bb28-447e-92eb-f640abda325b_lf,6625b161-bb28-447e-92eb-f640abda325b,JA4AT5AA9JZ044649,lf,5.897093772888184,2026-05-14 20:45:14.141000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/6625b161-bb28-447e-92eb-f640abda325b/left/bottom-front/lf_wheel_front_raw_2026-05-14_20-44-54_XgDNeCJ4Rz4.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6625b161-bb28-447e-92eb-f640abda325b/left/bottom-rear/lf_wheel_rear_raw_2026-05-14_20-44-55_2jmgztF2U94.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6625b161-bb28-447e-92eb-f640abda325b/left/bottom-side/lf_wheel_raw_2026-05-14_20-44-55_Fgbc69zE2mk.jpg
6625b161-bb28-447e-92eb-f640abda325b_rr,6625b161-bb28-447e-92eb-f640abda325b,JA4AT5AA9JZ044649,rr,6.285147666931152,2026-05-14 20:45:14.141000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/6625b161-bb28-447e-92eb-f640abda325b/right/bottom-front/rr_wheel_front_raw_2026-05-14_20-44-36_oFh_J3c0j-0.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6625b161-bb28-447e-92eb-f640abda325b/right/bottom-rear/rr_wheel_rear_raw_2026-05-14_20-44-31_bvAxkixd3wI.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6625b161-bb28-447e-92eb-f640abda325b/right/bottom-side/rr_wheel_raw_2026-05-14_20-44-30_3NXJkgUy2cc.jpg
6adf4967-cd40-4609-8fe0-4d30aff15346_lf,6adf4967-cd40-4609-8fe0-4d30aff15346,4T1DAACK1SU163572,lf,7.023988723754883,2026-04-24 20:18:50.304000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/6adf4967-cd40-4609-8fe0-4d30aff15346/left/bottom-front/lf_wheel_front_raw_2026-04-24_20-18-30_IghDsAdRU6Y.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6adf4967-cd40-4609-8fe0-4d30aff15346/left/bottom-rear/lf_wheel_rear_raw_2026-04-24_20-18-28_-CIDtcd093w.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6adf4967-cd40-4609-8fe0-4d30aff15346/left/bottom-side/lf_wheel_raw_2026-04-24_20-18-30_5VdAPExoNE0.jpg
6adf4967-cd40-4609-8fe0-4d30aff15346_rf,6adf4967-cd40-4609-8fe0-4d30aff15346,4T1DAACK1SU163572,rf,8.406617164611816,2026-04-24 20:18:50.304000 UTC,https://acv-labs-acv-one.acvauctions.com/image_raw/6adf4967-cd40-4609-8fe0-4d30aff15346/right/bottom-front/rf_wheel_front_raw_2026-04-24_20-18-04_6X6cCQJKIg4.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6adf4967-cd40-4609-8fe0-4d30aff15346/right/bottom-rear/rf_wheel_rear_raw_2026-04-24_20-18-05_gRpkzvlWV4I.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6adf4967-cd40-4609-8fe0-4d30aff15346/right/bottom-side/rf_wheel_raw_2026-04-24_20-18-05_wPPSuAfekac.jpg
